,country_id,year,gdp,population,co2,coal_co2,flaring_co2,gas_co2,methane,nitrous_oxide,oil_co2,sta
590,22,1991,36517597184,2678970,17.921,2.455,0,5.455,4.07,2.74,9.294,0.96
591,22,1992,24608100352,2662885,14.195,2.163,0,3.976,4.61,2.67,7.796,1.11
592,22,1993,21636016128,2638889,11.923,1.995,0,2.594,3.99,2.33,7.271,0.05
593,22,1994,21944829952,2606464,10.371,1.521,0,1.874,2.91,1.97,6.867,0.18
594,22,1995,21646094336,2570150,9.135,1.111,0,2.297,2.64,1.73,5.599,0.78
595,22,1996,21989048320,2534288,9.213,1.04,0,1.977,2.6,1.75,6.057,-0.54
596,22,1997,23781386240,2498881,8.681,0.941,0,2.417,2.5,1.76,5.183,0.52
597,22,1998,25140078592,2462333,8.307,0.703,0,2.37,2.41,1.81,5.092,0.21
598,22,1999,25600796672,2426357,7.719,0.539,0,2.264,2.3,1.8,4.74,1.36
599,22,2000,26780788736,2392536,7.083,0.57,0,2.504,2.17,1.78,3.881,1.58
600,22,2001,28293371904,2359255,7.497,0.526,0,2.906,2.2,1.81,3.921,1.02
601,22,2002,30072958976,2326150,7.521,0.436,0,2.979,2.24,1.81,3.937,1.21
602,22,2003,32361883648,2294342,7.727,0.388,0,3.092,2.19,1.89,4.059,0.53
603,22,2004,34792599552,2263453,7.732,0.322,0,3.072,2.13,1.88,4.163,0.77
604,22,2005,38221836288,2233165,7.812,0.362,0,3.152,2.15,1.93,4.131,1.06
605,22,2006,42441265152,2203917,8.311,0.381,0,3.262,2.15,1.95,4.474,1.37
606,22,2007,46307684352,2176059,8.639,0.454,0,3.147,2.15,2.02,4.834,1.62
607,22,2009,37661278208,2126268,7.457,0.362,0,2.827,2.11,2.06,4.072,0.94
608,22,2010,35958493184,2101537,8.555,0.455,0,3.393,2.06,2.09,4.252,0.26
609,22,2011,37962579968,2076974,7.812,0.442,0,2.975,2,2.11,3.817,1.42
610,22,2012,39482474496,2053635,7.521,0.4,0,2.792,2.06,2.18,3.731,0.72
611,22,2013,40519245824,2031491,7.37,0.301,0,2.729,2.07,2.2,3.773,1.25
612,22,2014,41379799040,2011040,7.173,0.242,0,2.448,2.12,2.25,3.892,1.58
613,22,2016,43297222656,1973477,7.212,0.166,0,2.607,2.05,2.3,4.06,1.44
614,22,2017,44937031680,1954861,7.216,0.167,0,2.299,2.05,2.28,4.278,0.99
615,23,1990,51021991936,3785851,35.738,3.187,0.024,10.587,7.12,6.67,19.789,1.5
616,23,1991,48112087040,3793430,37.82,3.555,0.028,10.922,7.05,6.41,21.285,0.72
617,23,1992,37861879808,3795748,21.168,1.662,0.034,6.292,7.35,5.51,12.084,1.07
618,23,1993,31722383360,3788532,16.32,1.465,0.048,3.415,6.29,4.91,10.891,0
619,23,1994,28612204544,3770461,15.767,1.22,0.043,3.98,5.59,4.51,10.04,0.54
620,23,1995,30095167488,3747269,15.057,0.979,0.057,4.566,5.18,4.41,9.028,0.73
621,23,1996,31645790208,3722023,15.74,0.895,0.086,4.928,5.01,4.88,9.414,-0.62
622,23,1997,34267160576,3694897,15.163,0.738,0.109,4.549,5.01,4.99,9.313,0.34
623,23,1998,36819656704,3665514,15.997,0.647,0.121,4.002,4.87,5.24,10.707,0.32
624,23,1999,36398338048,3633949,13.45,0.548,0.085,4.033,4.6,5.23,8.355,1.4
625,23,2000,37788340224,3599639,11.843,0.378,0.11,4.532,4.42,5.44,6.459,1.7
626,23,2001,40252133376,3560145,12.594,0.342,0.123,4.644,4.16,5.5,7.121,0.92
627,23,2002,42971131904,3515799,12.666,0.548,0.115,4.741,4.2,5.75,6.902,1.4
628,23,2003,47492665344,3469683,12.659,0.714,0.096,5.129,4.26,5.85,6.351,0.52
629,23,2004,50600710144,3422593,13.254,0.688,0.119,5.18,4.3,6.08,6.836,0.7
630,23,2005,54504800256,3373536,13.863,0.763,0.113,5.336,4.26,6.32,7.2,0.87
631,23,2006,58536325120,3322937,14.196,1.03,0.106,5.318,4.22,6.27,7.138,1.14
632,23,2007,65020497920,3272416,15.475,1.025,0.083,6.248,4.23,7.06,7.515,1.67
633,23,2008,66724208640,3224384,14.919,0.867,0.141,5.59,4.07,6.76,7.79,1.92
634,23,2009,56833646592,3180482,12.831,0.689,0.228,4.74,3.93,4.67,6.861,0.95
635,23,2010,57760002048,3139021,13.803,0.843,0.258,5.553,3.88,4.57,6.816,0.34
636,23,2011,61248360448,3099800,13.961,0.973,0.244,5.86,3.72,4.91,6.494,1.32
637,23,2012,63596855296,3063340,14.056,0.95,0.233,5.673,3.69,4.74,6.73,0.7
638,23,2013,65826070528,3028191,13.154,1.092,0.265,4.74,3.58,4.49,6.524,1.22
639,23,2014,68128043008,2994928,12.855,0.923,0.251,4.414,3.48,4.56,6.778,1.7
640,23,2016,70911025152,2933676,13.122,0.749,0.251,3.955,3.35,4.43,7.641,1.52
641,23,2017,73923043328,2904452,13.286,0.801,0.224,4.029,3.27,4.46,7.728,1.05
642,24,1990,14057150464,381275,11.816,6.302,0,1.036,0.6,0.3,3.878,1.19
643,24,1991,15214076928,386405,12.435,6.015,0,1.074,0.61,0.32,4.775,0.2
644,24,1992,15430616064,391524,12.202,5.54,0,1.122,0.61,0.32,4.956,1
645,24,1993,16017019904,396705,12.352,5.736,0,1.161,0.61,0.32,4.958,0.29
646,24,1994,16564453376,402049,11.543,4.844,0,1.174,0.6,0.32,4.97,1.42
647,24,1995,16736430080,407639,9.156,2.705,0,1.343,0.6,0.31,4.607,0.76
648,24,1996,16903203840,413202,9.207,2.46,0,1.461,0.6,0.32,4.792,-0.7
649,24,1997,17799362560,418413,8.564,1.541,0,1.491,0.6,0.32,5.023,0.82
650,24,1998,18802137088,423579,7.663,0.42,0,1.495,0.59,0.32,5.245,0.76
651,24,1999,20317839360,429352,8.118,0.444,0,1.546,0.61,0.34,5.595,1.14
652,24,2000,21906683904,435634,8.704,0.471,0,1.609,0.59,0.26,6.064,1.43
653,24,2001,22374428672,441254,9.205,0.471,0,1.781,0.59,0.26,6.457,0.88
654,24,2002,23139020800,445920,9.981,0.371,0,2.54,0.59,0.34,6.558,1.41
655,24,2003,23425226752,451351,10.453,0.346,0,2.576,0.58,0.35,7.074,1.32
656,24,2004,24177319936,457798,11.822,0.385,0,2.859,0.58,0.38,8.08,0.82
657,24,2005,24847697920,464868,12.08,0.377,0,2.829,0.57,0.37,8.384,0.82
658,24,2006,26033442816,472402,11.911,0.47,0,2.958,0.57,0.37,8,1.36
659,24,2007,28098930688,479877,11.307,0.408,0,2.731,0.58,0.37,7.688,1.59
660,24,2008,27632140288,488643,11.172,0.356,0,2.594,0.58,0.38,7.771,1.12
661,24,2009,26325504000,497876,10.63,0.339,0,2.659,0.58,0.37,7.207,1.07
662,24,2010,27499366400,507075,11.198,0.326,0,2.842,0.58,0.37,7.589,-0.2
663,24,2011,28088633344,518207,11.102,0.315,0,2.464,0.56,0.38,7.864,1.45
664,24,2012,27989147648,530596,10.872,0.286,0,2.5,0.55,0.36,7.637,0.9
665,24,2013,29106192384,543068,10.339,0.276,0,2.115,0.56,0.37,7.522,0.38
666,24,2015,31975024640,569415,9.351,0.288,0,1.83,0.56,0.36,6.828,1.66
667,24,2016,33357813760,583355,9.094,0.294,0,1.682,0.56,0.36,6.691,1.33
668,24,2017,33958649856,596290,9.268,0.283,0,1.657,0.57,0.37,6.881,1.73
669,25,1990,4761399808,365396,2.427,0.71,0,0,0.15,0.06,1.716,0.66
670,25,1991,5061075456,368676,2.272,0.575,0,0,0.16,0.06,1.695,-0.16
671,25,1992,5300727296,371892,2.294,0.485,0,0,0.17,0.06,1.807,0.06
672,25,1993,5540228096,375257,2.886,0.71,0,0,0.18,0.06,2.175,0.14
673,25,1994,5855593984,378568,2.658,0.483,0,0,0.19,0.07,2.174,0.74
674,25,1995,6229765120,381860,2.452,0.123,0,0,0.18,0.07,2.327,0.1
675,25,1996,6467464192,385271,2.534,0,0,0,0.19,0.06,2.532,0.02
676,25,1997,6810149888,388843,2.556,0,0,0,0.2,0.06,2.555,0.56
677,25,1998,7162084864,392487,2.525,0,0,0,0.2,0.07,2.524,0.14
678,25,1999,7503059968,395993,2.573,0,0,0,0.21,0.06,2.572,0.48
679,25,2000,8014503936,399212,2.468,0,0,0,0.22,0.06,2.468,0.45
680,25,2001,8066432512,402163,2.737,0,0,0,0.22,0.06,2.736,0.65
681,25,2002,8310288384,404708,2.747,0,0,0,0.23,0.06,2.747,0.28
682,25,2003,8525085184,406926,2.961,0,0,0,0.24,0.06,2.961,0.89
683,25,2004,8566343168,408805,2.849,0,0,0,0.24,0.06,2.849,0.37
684,25,2005,8894058496,410217,2.657,0,0,0,0.26,0.06,2.656,0.35
685,25,2006,9060388864,411204,2.667,0,0,0,0.26,0.06,2.667,0.84
686,25,2007,9425146880,412091,2.731,0,0,0,0.27,0.06,2.731,0.86
687,25,2008,9744470016,413407,2.69,0,0,0,0.19,0.06,2.69,0.77
688,25,2009,9508432896,415509,2.526,0,0,0,0.2,0.06,2.526,0.66
689,25,2010,9849064448,418758,2.603,0,0,0,0.22,0.06,2.603,0.49
690,25,2011,9990638592,423577,2.584,0,0,0,0.2,0.05,2.584,0.75
691,25,2012,10262471680,429912,2.717,0,0,0,0.2,0.05,2.716,1.15
692,25,2013,10776326144,437531,2.379,0,0,0,0.19,0.05,2.377,0.76
693,25,2014,11795842048,446449,2.364,0,0,0,0.2,0.05,2.362,0.97
694,25,2015,12842327040,456585,1.665,0,0,0,0.21,0.05,1.663,1.02
695,25,2016,13651020800,467717,1.356,0,0,0,0.22,0.05,1.355,1.09
696,25,2017,14540544000,479507,1.531,0,0,0.552,0.22,0.05,0.978,1.26
697,26,1990,4.11391E+11,14944550,162.665,34.193,0.885,73.122,29.61,16.23,52.871,0.54
698,26,1991,4.23865E+11,15046578,171.111,31.655,0.819,81.308,29.91,16.37,55.667,0.06
699,26,1992,4.33595E+11,15150688,170.918,31.239,0.752,79.3,29.44,16.43,58.027,0.39
700,26,1993,4.41586E+11,15251088,170.863,31.582,0.685,81.861,28.82,16.78,55.105,0.18
701,26,1994,4.57294E+11,15349481,171.648,34.655,0.619,78.7,28.05,16.47,55.864,0.39
702,26,1995,4.74288E+11,15446670,173.201,34.701,0.552,81.003,27.35,16.07,55.219,0.7
703,26,1996,4.94052E+11,15538617,182.297,33.336,0.496,90,26.72,16.01,56.894,-0.17
704,26,1997,5.18268E+11,15629912,175.285,32.503,0.606,84.033,25.87,15.75,56.57,0.48
705,26,1998,5.4486E+11,15722601,176.238,33.327,0.419,82.969,25.02,15.44,57.9,0.79
706,26,1999,5.75704E+11,15812491,170.854,29.307,0.308,81.017,24.11,15.2,58.596,0.76
707,26,2000,6.03576E+11,15899138,172.016,30.687,0.351,80.977,23.1,14.73,58.44,0.48
708,26,2001,6.19964E+11,15981630,177.146,32.697,0.254,83.049,22.5,14.09,59.492,0.5
709,26,2002,6.24207E+11,16057042,176.466,32.95,1.202,82.164,21.49,13.54,58.557,0.78
710,26,2003,6.29606E+11,16127574,179.897,34.033,1.127,82.768,20.7,13.39,60.424,0.83
711,26,2004,6.461E+11,16196036,181.78,33.536,1.08,85.12,20.33,14.03,60.481,0.65
712,26,2005,6.63884E+11,16261834,177.859,32.289,1.161,82.549,18.93,13.99,60.275,0.95
713,26,2006,6.9122E+11,16325679,172.991,30.715,1.147,80.003,18.31,13.94,59.583,0.91
714,26,2007,7.20938E+11,16391232,172.747,33.033,1.211,77.471,18.12,12.52,59.483,1
715,26,2008,7.37432E+11,16460775,175.711,32.019,1,81.202,18.23,9.02,59.919,0.66
716,26,2009,7.13757E+11,16536200,170.336,29.413,1.127,81.739,18.04,8.96,56.592,0.66
717,26,2010,7.27959E+11,16617121,182.359,30.422,1.134,91.539,17.88,8.75,57.807,0.57
718,26,2011,7.44361E+11,16701470,169.124,29.622,0.977,79.728,17.38,8.61,57.252,0.88
719,26,2012,7.36498E+11,16785296,165.482,31.877,0.864,76.115,17.09,8.69,55.092,0.64
720,26,2013,7.35093E+11,16867352,164.874,32.444,1.137,76.947,17.17,8.6,52.868,0.45
721,26,2014,7.45518E+11,16954080,157.468,35.797,1.092,67.011,17.18,8.9,52.011,1.14
722,26,2015,7.60077E+11,17041110,163.802,43.363,1.037,66.34,17.43,9.23,51.539,0.83
723,26,2016,7.76582E+11,17124512,164.691,40.088,1.104,69.162,17.37,8.99,52.796,1.08
724,26,2017,7.99188E+11,17207204,162.203,36.027,1.118,70.821,16.52,8.8,52.556,1.09
725,27,1990,74483236864,3397388,25.503,4.653,0.46,7.139,32.97,14.92,12.391,0.27
726,27,1991,72989966336,3481606,26.182,4.503,0.554,7.951,32.56,14.68,12.28,-0.29
727,27,1992,73699155968,3532568,28.167,4.922,0.54,8.419,32.27,14.5,13.292,-0.75
728,27,1993,77452075008,3573739,27.761,4.889,0.518,8.166,32.24,14.39,13.168,-0.6
729,27,1994,82753609728,3620893,27.9,4.627,0.541,7.612,33.01,14.83,14.084,-0.26
730,27,1995,86504431616,3673899,28.003,4.631,0.5,7.015,33.76,15.23,14.735,-0.16
731,27,1996,89915654144,3728460,29.304,4.585,0.666,8.107,33.37,14.77,14.899,-0.01
732,27,1997,92710363136,3775853,31.278,4.934,0.713,9.274,33.72,14.7,15.221,-0.29
733,27,1998,93578371072,3810047,29.858,4.519,0.705,7.997,32.97,14.37,15.504,0.47
734,27,1999,97884487680,3833496,31.465,4.619,0.616,9.17,33.31,14.76,15.809,0.96
735,27,2000,1.01981E+11,3855266,32.246,4.409,0.593,9.489,32.76,14.67,16.473,0.49
736,27,2001,1.04437E+11,3889587,34.379,5.412,0.612,10.444,33.08,14.82,16.589,0.58
737,27,2002,1.0993E+11,3948582,34.542,5.421,0.586,9.86,33.82,15.12,17.322,0.49
738,27,2003,1.15145E+11,4019944,36.241,7.74,0.611,8.522,33.94,15.48,18.102,0.44
739,27,2004,1.20377E+11,4081415,35.836,8.013,0.863,7.255,33.85,15.51,18.484,-0.27
740,27,2005,1.23645E+11,4132782,37.423,8.919,0.909,7.566,33.75,15.58,18.664,0.67
741,27,2006,1.27255E+11,4179986,37.33,8.796,0.958,7.552,33.94,15.38,18.795,-0.01
742,27,2007,1.32483E+11,4221495,36.41,6.726,1.021,8.259,33.89,15.23,19.001,-0.02
743,27,2008,1.32116E+11,4260235,37.508,8.284,1.241,7.811,33.3,14.81,18.86,0.37
744,27,2009,1.32821E+11,4302884,34.62,6.316,1.366,7.458,33.61,14.57,18.133,-0.22
745,27,2010,1.35625E+11,4346345,34.81,5.458,1.505,8.382,33.58,14.8,18.21,0.23
746,27,2011,1.38434E+11,4381274,34.265,5.534,1.459,7.626,33.51,14.88,18.407,0.21
747,27,2012,1.41964E+11,4410285,35.944,6.853,1.278,8.343,33.99,15.03,18.154,0.1
748,27,2013,1.44952E+11,4450641,35.24,6.013,1.092,8.373,33.81,15,18.541,0.72
749,27,2014,1.49075E+11,4514198,35.438,5.442,1.223,8.602,34.1,15.23,18.851,0.38
750,27,2015,1.53715E+11,4590591,35.812,5.47,1.347,8.305,33.22,15.06,19.371,0.43
751,27,2016,1.59814E+11,4668088,34.153,4.465,1.151,7.895,33.18,14.98,19.489,0.72
752,27,2017,1.65842E+11,4746253,35.687,4.669,1.088,8.518,32.96,15.03,20.362,-0.27
753,28,2003,2.77817E+11,4565167,43.9,3.283,1.786,13.016,5.44,4.86,24.372,0.57
754,28,2004,2.97704E+11,4592284,44.236,3.668,1.717,13.589,5.38,5.01,24.036,1.2
755,28,2005,3.14925E+11,4623691,43.263,3.317,1.59,13.421,5.25,5.11,23.631,1.75
756,28,2007,3.52665E+11,4709582,45.588,3.108,2.816,13.915,5.05,4.55,24.38,1.92
757,28,2008,3.64919E+11,4768654,44.675,3.228,2.351,14.085,4.99,4.15,23.611,1.56
758,28,2009,3.70051E+11,4829195,43.081,2.321,1.498,14.787,4.99,3.58,23.135,1.29
759,28,2010,3.83738E+11,4889747,45.621,3.05,1.541,15.04,4.96,3.46,24.515,0.53
760,28,2011,3.99383E+11,4953565,44.747,3.2,1.527,14.359,4.86,3.45,24.293,1.87
761,28,2013,4.14463E+11,5080667,44.516,3.24,1.49,13.902,4.7,3.43,24.526,1.51
762,28,2015,4.29219E+11,5190357,45.494,3.359,1.507,15.506,4.64,3.5,23.877,1.81
763,29,1990,3.10673E+11,38064252,376.641,302.284,4.235,18.722,45.22,26.76,40.209,1.45
764,29,1991,2.91725E+11,38167388,373.623,303.094,2.832,17.129,43.48,25.19,40.575,0.21
765,29,1992,3.02141E+11,38252284,364.511,293.86,2.83,16.611,41.73,24.93,41.309,1.08
766,29,1993,3.16591E+11,38319300,365.175,293.178,2.69,16.836,41.05,25.48,42.904,0.07
767,29,1994,3.36238E+11,38375464,360.218,283.683,1.725,18.124,39.92,25.69,45.655,1.04
768,29,1995,3.63195E+11,38401980,362.615,282.565,2.914,19.091,38.94,26.16,46.562,0.51
769,29,1996,3.88888E+11,38401408,377.285,293.186,2.498,19.81,38.17,26.18,50.808,-1.03
770,29,1997,4.17947E+11,38396120,367.236,277.516,3.203,21.004,37.96,26.53,53.672,0.24
771,29,1998,4.41376E+11,38379992,339.076,251.777,2.709,20.625,36.51,25.26,52.611,0.53
772,29,1999,4.66287E+11,38354952,329.266,239.663,3.533,20.428,35.62,24.78,54.742,1.23
773,29,2000,4.92196E+11,38504432,317.452,228.827,3.383,21.838,34.27,25.1,52.568,1.84
774,29,2001,5.0309E+11,38662860,313.501,226.152,2.871,22.635,33.47,24.92,52.418,0.64
775,29,2002,5.18231E+11,38647476,306.123,219.897,3.012,22.422,33.25,24.45,51.675,1.46
776,29,2003,5.41818E+11,38621536,318.95,226.406,3.565,24.832,33.17,25.08,54.949,0.63
777,29,2004,5.75084E+11,38596040,323.794,226.424,2.714,26.563,32.53,25.14,58.178,0.6
778,29,2005,6.00855E+11,38575912,322.765,222.638,3.387,27.401,32.83,25.95,59.786,0.69
779,29,2006,6.44043E+11,38547180,336.573,232.308,3.976,27.63,33.23,26.3,62.282,1.09
780,29,2007,6.95924E+11,38521868,335.92,227.707,3.611,27.911,32.93,27.27,65.2,1.64
781,29,2008,7.32389E+11,38522884,329.567,220.472,3.576,28.134,32.59,26.15,66.312,1.72
782,29,2009,7.58698E+11,38555288,316.021,209.074,2.872,27.273,32.27,22.88,67.08,0.84
783,29,2010,7.92189E+11,38597356,334.225,220.927,3.489,29.135,32.8,23.66,70.17,-0.16
784,29,2011,8.39856E+11,38620848,333.599,218.379,4.022,29.325,31.72,23.35,69.792,1.13
785,29,2012,8.53353E+11,38625872,325.953,214.04,4.212,30.558,31.22,23.77,66.488,0.72
786,29,2013,8.65215E+11,38607352,321.927,214.314,4.802,30.804,30.95,22.9,61.855,0.84
787,29,2016,9.52937E+11,38532108,323.547,202.099,4.554,32.42,29,23.5,73.144,1.44
788,29,2017,9.9999E+11,38532816,336.765,203.504,4.663,34.13,29.36,24.13,82.713,1
789,30,1990,1.71226E+11,10007347,45.279,10.984,0.057,1,11.12,4.05,29.539,0.65
790,30,1991,1.777E+11,9986418,47.097,11.585,0.06,0.938,11.23,3.96,30.699,0.05
791,30,1992,1.83979E+11,9978745,50.92,11.871,0.068,0.583,11.33,3.87,34.705,0.04
792,30,1993,1.83426E+11,9992104,49.434,12.526,0.085,0.545,11.3,3.76,32.516,-0.27
793,30,1994,1.86891E+11,10018101,50.207,13.179,0.279,0.433,11.72,3.72,32.418,0.23
794,30,1995,1.91954E+11,10051250,54.468,14.584,0.417,0.775,11.93,3.86,34.566,0.82
795,30,1996,1.99451E+11,10087653,51.761,13.54,0.367,0.915,12.14,3.99,32.883,0.25
796,30,1997,2.09094E+11,10130547,54.627,13.722,0.47,1.129,12.29,3.92,35.015,0.99
797,30,1998,2.19969E+11,10179419,59.169,12.296,0.441,2.447,12.58,4.09,39.667,0.5
798,30,1999,2.2942E+11,10233373,66.837,14.897,0.384,6.454,12.65,4.04,40.451,0.26
799,30,2000,2.39038E+11,10300632,65.611,15.003,0.346,5.716,12.65,4.04,39.867,0.38
800,30,2001,2.44637E+11,10371815,65.152,12.701,0.428,6.27,12.41,3.71,41.235,0.36
801,30,2002,2.47483E+11,10430913,69.56,13.708,0.419,7.362,12.66,3.73,43.285,0.42
802,30,2003,2.46137E+11,10473345,64.456,12.975,0.467,7.319,13.01,3.78,39.241,0.61
803,30,2004,2.51575E+11,10501523,67.303,13.081,0.482,9.136,13.1,3.71,39.722,0.51
804,30,2005,2.54497E+11,10523314,69.635,13.064,0.563,9.603,12.77,3.72,41.464,0.48
805,30,2006,2.59465E+11,10543946,64.843,13.069,0.536,9.079,12.56,3.63,37.328,0.97
806,30,2007,2.66977E+11,10565547,62.355,11.433,0.554,9.737,12.43,3.79,35.571,0.53
807,30,2008,2.68555E+11,10580963,60.028,9.836,0.504,10.482,11.99,3.69,34.261,0.53
808,30,2009,2.6158E+11,10591341,57.136,10.738,0.469,9.707,11.82,3.42,32.18,0.94
809,30,2010,2.67592E+11,10588401,52.934,6.427,0.566,10.473,11.64,3.37,31.34,0.9
810,30,2011,2.63734E+11,10564820,51.74,8.634,0.523,10.496,11.92,3.1,28.455,1.09
811,30,2012,2.53105E+11,10522085,49.899,11.138,0.607,9.085,11.69,3.12,25.598,0.57
812,30,2013,2.50243E+11,10464537,48.103,10.194,1.184,8.095,11.49,3.13,24.973,0.51
813,30,2014,2.52485E+11,10408379,47.885,10.316,1.016,7.628,11.46,3.25,24.991,0.9
814,30,2015,2.56507E+11,10365436,52.203,12.563,1.139,9.096,11.5,3.24,25.625,0.95
815,30,2016,2.60122E+11,10332751,50.367,10.819,1.066,9.803,11.5,3.25,25.554,0.9
816,30,2017,2.69243E+11,10307528,55.106,12.394,1.144,12.292,11.82,3.52,25.923,1.31
817,31,1990,1.27958E+11,22836234,176.507,54.855,1.177,70.498,29.87,18.12,43.827,0.83
818,31,1991,1.14092E+11,22842488,142.208,42.957,1.008,57.314,26.88,12.99,36.435,-0.26
819,31,1992,1.0824E+11,22800964,132.011,45.191,1.034,45.857,24.31,13.31,35.941,0.55
820,31,1993,1.13423E+11,22721662,122.694,40.52,1.048,43.643,22.13,13.14,33.685,-0.01
821,31,1994,1.21573E+11,22632776,120.905,40.992,1.053,42.509,21.98,11.69,32.639,1.48
822,31,1995,1.34464E+11,22533138,125.712,42.228,1.084,44.153,21.3,11.83,34.089,0.29
823,31,1996,1.44371E+11,22417872,129.147,41.869,1.08,43.685,21.6,11.86,38.302,-0.38
824,31,1997,1.43288E+11,22289540,118.156,37.192,1.077,35.974,21.18,11.4,39.953,-0.23
825,31,1998,1.42127E+11,22161240,104.86,31.515,1.458,33.612,20.31,10.41,34.232,0.32
826,31,1999,1.46477E+11,22039006,89.01,26.091,1.306,30.521,19.89,9.77,27.465,0.87
827,31,2000,1.56816E+11,21919882,93.334,29.547,0.948,30.976,19.43,10.57,28.168,1.67
828,31,2001,1.71449E+11,21797588,98.988,31.911,0.55,29.654,18.73,10.29,32.92,0.68
829,31,2002,1.85753E+11,21653530,99.298,32.965,0.728,31.008,18.61,9.33,30.806,1.4
830,31,2003,1.99209E+11,21481322,103.818,35.891,0.905,33.798,19.1,9.95,29.404,0.45
831,31,2004,2.22642E+11,21289292,103.277,35.859,0.894,31.991,19.19,11.09,30.292,0.45
832,31,2005,2.37715E+11,21092264,101.837,36.04,1.144,30.569,19.16,11.17,29.828,0.01
833,31,2006,2.67838E+11,20909406,104.296,38.235,1.442,31.43,19.1,10.15,28.3,0.41
834,31,2007,2.96749E+11,20744226,109.02,42.177,1.251,30.762,19.1,10.18,29.269,1.71
835,31,2008,3.30879E+11,20597516,107.894,40.826,1.385,31.109,19.05,9.27,29.051,1.5
836,31,2009,3.18475E+11,20466318,88.482,32.529,1.077,25.257,18.57,8.72,25.509,1.49
837,31,2010,3.26789E+11,20335212,86.094,29.517,1.159,27.515,18.21,9.24,24.037,0.85
838,31,2011,3.41004E+11,20220286,92.804,34.19,0.88,28.371,16.34,9.16,25.165,0.87
839,31,2012,3.3949E+11,20137112,91.127,31.787,0.839,28.143,16.89,8.42,26.161,1.37
840,31,2013,3.54085E+11,20066550,79.366,25.42,0.841,24.996,17.08,8.62,24.404,1.52
841,31,2016,3.45274E+11,19797820,76.715,22.15,0.835,23.161,17.08,8.66,26.172,1.35
842,31,2017,3.69828E+11,19698852,79.649,21.861,0.776,24.228,17.06,9.17,28.168,1.18
843,32,1990,1.83487E+12,148005696,2536.248,754.207,33.222,788.193,648.6,111.92,888.24,1.13
844,32,1991,1.77749E+12,148455408,2406.756,705.395,33.629,754.959,621.29,106.19,844.452,0.98
845,32,1992,1.55501E+12,148725600,1966.505,521.601,27.375,774.35,583.93,98.19,585.385,0.28
846,32,1993,1.44949E+12,148897280,1866.729,507.516,22.063,781.669,560.84,90.23,509.992,0.6
847,32,1994,1.29558E+12,148829120,1647.665,454.67,18.667,732.937,537.56,76.87,406.8,0.31
848,32,1996,1.25472E+12,148233408,1586.822,477.466,20.154,699.775,510.75,72.97,361.332,0.48
849,32,1997,1.29974E+12,147939968,1482.245,411.997,21.843,669.233,479.53,63.54,352.956,0.87
850,32,1998,1.25945E+12,147672720,1465.253,400.631,21.849,673.399,481.78,62.08,345.571,-0.16
851,32,1999,1.36903E+12,147336384,1494.179,407.464,23.633,686.577,479.74,58.09,350.395,0.26
852,32,2000,1.54048E+12,146844848,1479.142,427.01,23.764,681.631,487.81,59.91,317.516,0.65
853,32,2001,1.65035E+12,146235520,1515.647,445.476,24.348,693.223,492.01,59.74,323.3,0.65
854,32,2002,1.7737E+12,145590144,1506.788,424.116,34.816,702.703,503.34,60.4,314.772,1.07
855,32,2003,1.94681E+12,144946720,1537.018,425.963,34.543,735.376,536.56,62.43,308.711,1.4
856,32,2004,2.13517E+12,144353648,1543.957,416.376,39.638,743.405,540.77,58.82,309.318,0.69
857,32,2005,2.32088E+12,143800048,1562.577,417.916,41.53,746.183,552.23,56.62,320.02,1.69
858,32,2006,2.56592E+12,143338672,1623.002,437.859,42.157,766.955,550.47,57.93,335.529,0.46
859,32,2008,3.07032E+12,143086544,1652.064,451.93,36.625,779.724,558.55,66.33,343.698,1.87
860,32,2009,2.89751E+12,143163648,1545.034,419.075,38.288,732.688,541.4,61.3,323.009,0.57
861,32,2010,3.09942E+12,143242592,1632.783,419.276,47.87,794.593,559.95,60.17,333.87,0.67
862,32,2011,3.3003E+12,143364544,1685.91,430.352,51.561,817.72,569.13,63.23,346.176,1.74
863,32,2012,3.42175E+12,143629360,1701.268,445.326,52.928,807.072,563.78,62.86,353.791,1.27
864,32,2013,3.47331E+12,143956864,1640.437,408.194,48.828,782.85,563.78,60.68,357.04,1.46
865,32,2014,3.55995E+12,144285072,1639.959,397.222,38.466,775.338,566.14,64.92,385.79,1.34
866,33,1990,65119608832,5261310,61.473,33.629,0.024,12.239,7.57,3.98,12.821,0.89
867,33,1991,55497322496,5280230,53.286,28.893,0.025,11.941,7.37,2.98,10.462,-0.23
868,33,1992,51833806848,5301897,48.887,25.886,0.025,12.022,6.96,2.73,8.909,0.92
869,33,1993,55429943296,5321863,46.351,24.71,0.024,11.554,6.48,2.46,8.205,0.19
870,33,1994,58743312384,5338814,43.757,22.225,0.025,11.204,6.08,2.81,8.352,1.6
871,33,1995,63231098880,5349999,44.145,21.392,0.026,12.4,5.91,2.9,8.218,0.43
872,33,1996,67359354880,5358288,44.026,20.778,0.027,13.035,5.96,3.13,8.143,-0.52
873,33,1997,71293222912,5365829,44.098,20.525,0.027,13.289,5.81,3.03,8.131,0.02
874,33,1998,73994518528,5371086,43.827,19.199,0.027,13.66,5.74,2.82,8.082,0.59
875,33,1999,73685016576,5374617,43.038,18.412,0.027,13.868,5.53,2.32,7.824,0.89
